IL,M,1958,Rory,42
CA,M,1997,Koby,21
NE,F,2012,Lucia,7
IL,F,1989,Susie,7
OH,F,2008,Miranda,54
CA,M,1994,Eugene,103
ME,F,1961,Julie,117
AL,M,1927,Marion,50
NC,M,1991,Demarius,8
CO,F,1971,Tamra,7
NC,F,2000,Mary,280
MO,M,2016,Johnathan,22
MI,M,2005,Warren,18
NV,F,1980,Alana,6
WA,M,2014,Reid,25
FL,M,1958,Alvin,105
NY,F,1968,Krista,67
SC,F,1934,Suzanne,5
WI,M,1943,Daryl,18
AZ,F,1984,Renee,50
MI,M,1982,Franklin,20
HI,M,2013,Hunter,38
NE,F,1947,Nadine,10
NY,F,2015,Eloise,70
NE,M,1963,Mitch,8
IA,F,1954,Rosemary,44
NC,M,2006,Cade,37
NY,F,1942,Crystal,10
MO,M,1982,Joey,20
CA,M,1989,Neftali,10
WI,F,2006,Penelope,5
WI,F,1928,Eloise,10
PA,F,1997,Haylee,26
NY,F,1947,Sheri,21
IN,F,2017,Haley,20
IL,M,2003,Jonathan,615
MS,F,1924,Charlene,15
NY,F,1978,Tikisha,5
VA,M,1954,Odell,6
CA,F,2010,Shayne,10
WI,F,1965,Michell,5
ID,F,1988,Carrie,9
AL,M,2016,Anders,7
GA,F,2000,Martina,9
AR,F,2004,Melanie,19
SC,F,1977,Lesley,12
TN,M,2002,Patrick,102
WV,M,1932,Leslie,18
NJ,F,1949,Frances,225
IA,M,1963,Randy,297
NY,M,1992,Fernando,85
TX,M,1977,Charley,10
MI,F,1997,Madalyn,22
NJ,M,1963,Ronald,690
CA,F,1926,Florencia,5
CA,F,1959,Karol,19
UT,M,2011,Knox,22
UT,F,1911,Ellen,11
NV,F,2011,Reina,5
MS,F,1919,Anna,108
FL,F,2018,America,6
NC,F,1989,Precious,27
ND,F,1949,Nyla,5
UT,M,1969,Kyle,32
NC,F,1915,Wilhelmina,6
FL,F,2002,Kasandra,13
WI,M,1911,Edwin,27
PA,M,1918,Wellington,5
LA,F,1941,Corine,5
MI,F,1989,Bianca,185
TX,F,1998,Abbigail,22
NV,M,2016,Raiden,13
VA,M,1918,Garnett,18
IL,F,1920,Delores,64
CT,F,2007,Marissa,19
CA,F,1965,Princess,7
GA,F,1931,Iola,7
TX,F,1959,Jamie,131
OH,F,1930,Lucile,10
NY,M,1976,Damen,6
IN,F,1934,Opal,22
NJ,M,1957,Kip,5
ND,M,1994,Jacob,119
GA,M,1997,Tommy,62
GA,M,1981,Marquis,24
NH,M,2015,Collin,5
WA,F,2012,Kaylani,9
VA,M,1952,Douglas,307
CA,F,2016,Naima,24
IA,F,1982,Brianna,14
OR,M,1991,Billy,18
NH,M,2003,Duncan,5
NY,M,1968,Randolph,62
CA,M,2016,Huck,5
NY,F,1969,Mariana,7
NC,M,1953,Henry,248
AZ,F,1922,Barbara,26
MD,M,1956,Kyle,9
KY,F,1999,Judith,5
CO,F,1973,Mary,105
SD,M,1972,Samuel,11
AR,F,1955,Regina,47
NY,M,2016,Lukas,136
MS,M,1979,Vernon,8
VA,M,2012,Phoenix,19
MT,F,1950,Robin,14
IL,F,1952,Alicia,34
UT,F,1936,Sylvia,11
RI,F,1924,Viola,26
ME,F,1916,Simone,10
CT,F,1953,Claire,25
OK,F,1938,Anne,15
VT,F,1998,Mariah,16
WI,M,1929,Aloysius,14
IL,F,1977,Angelita,9
NV,F,1991,Kylee,10
SC,F,1977,Lindsey,17
ND,F,1928,Wilma,10
NY,M,1983,Elliot,77
AR,F,2018,Elliott,11
OH,M,2008,Jerimiah,7
PA,F,1993,Faith,51
FL,M,1992,Darnell,15
NY,F,2000,Stefani,6
NE,M,2006,Jeremiah,22
MI,F,2013,Harmoni,10
CA,F,2000,Janneth,8
AL,F,1991,Kayla,524
FL,F,1941,Nettie,13
AL,M,2002,Aiden,15
OH,M,1925,Ollie,8
NY,F,1964,Adria,7
KS,F,1913,Jean,18
WV,F,1966,Shirley,32
MN,F,2016,Ivory,10
AL,F,1944,Christene,5
CO,F,1939,Carla,13
KS,F,1952,Evelyn,32
IL,M,2005,Terrence,20
PA,F,1947,Leila,12
CA,M,2009,Leone,5
IL,M,1992,Ahmed,6
GA,M,1937,Maurice,18
WI,M,1970,Mathew,22
CA,F,2017,Leilanie,14
NH,F,1969,Christie,5
MA,F,2006,Kaya,12
NY,M,1934,Norris,8
AZ,F,1961,Gladys,5
TN,F,1915,Dorothy,324
WA,F,2003,Vivian,37
PA,M,1929,Tom,39
WI,F,1969,Richelle,7
MS,M,1928,Boyd,14
TX,M,2001,Quinton,43
CA,M,2014,Henri,16
ID,F,2006,Angela,9
MA,M,2014,Daylen,5
OH,M,1996,Marquan,5
LA,M,2012,Edgar,11
MI,F,1923,Elaine,178
WI,M,2004,Zayden,5
IL,F,1998,Alexandra,445
NM,M,2017,Abraham,16
MS,F,1986,Jillian,22
NM,F,2018,River,5
DE,F,1993,Ashley,104
NC,F,2003,Kourtney,8
NC,F,1956,Ida,44
NC,F,1957,Gayle,23
WI,M,1942,Joe,22
CA,F,1974,Thomas,8
MN,M,2005,Coleman,7
VA,M,1962,Carson,9
IN,F,1923,Paula,6
OR,M,2011,Cedar,8
NM,F,2007,Miriam,7
MA,F,1913,Theresa,76
NM,F,1983,Jasmine,9
VA,M,1962,George,399
NC,M,1926,Tom,41
TX,F,1986,Kerry,20
MS,F,2005,Makenzi,5
WA,F,1982,Bonnie,36
GA,F,2002,Allyssa,7
WV,M,1920,Charles,726
AR,F,1933,Lavonne,5
MI,F,1967,Terra,5
GA,M,2001,Uriel,11
MI,M,1919,Emil,44
WA,F,2008,Lyla,34
OR,F,2003,Kaitlyn,80
FL,M,1932,Larry,32
DC,M,1963,Jeffrey,173
MS,M,2008,Weston,13
AL,F,1937,John,7
TN,F,1914,Bobbie,13
OH,F,1975,Carmel,9
TX,F,1946,Lee,41
NJ,M,1994,Mordechai,17
KY,M,2012,Allen,9
ME,M,1946,Vincent,6
MD,F,1971,Georgia,12
UT,M,1943,Brian,14
IN,M,1985,Andrew,820
AZ,M,2000,Cristian,86
TX,F,2007,Journei,6
MN,F,1970,Vicky,23
IL,F,2007,Zakiyah,5
NM,F,1992,Haley,14
NJ,F,1967,Antoinette,59
TX,F,2014,Meagan,15
SC,F,1923,Lurline,9
UT,M,1996,Sebastian,7
IN,M,2014,Phoenix,39
OH,F,1993,Clarissa,42
LA,F,1978,Sadie,9
CO,F,2011,Athena,25
CA,M,1989,Tito,15
WV,F,1934,Irma,8
NJ,F,2010,Jahzara,7
HI,M,1961,Darryl,55
WI,M,1929,Irving,15
PA,M,1962,Domenick,7
OK,M,1954,Marion,21
WI,F,2010,Anahi,5
WV,F,1950,Pamela,276
TN,F,1954,Lila,6
MI,M,2001,Derwin,5
AL,F,2006,Betsy,5
MI,M,1923,Norman,236
TX,M,1996,Alex,441
WA,M,2017,Riggs,5
WY,F,1954,Pauline,5
SC,M,2013,Bentley,117
WI,M,1993,Giovanni,8
NE,M,1944,Stuart,10
KS,M,1933,Lester,34
CA,F,1994,Eric,12
CT,F,2004,Ayanna,10
WI,F,1926,Jeannette,26
FL,F,2013,Yaretzi,22
MN,F,1915,Beverly,7
PA,M,1999,Casey,74
OK,F,1921,Ila,39
TN,M,1963,Kelly,33
WV,M,1972,Andy,8
ID,F,1996,Olivia,34
SC,M,2017,Zachary,52
LA,F,1925,Margarett,5
MO,F,1913,Ann,73
AL,F,1992,Toni,11
MI,M,1923,Jason,7
NJ,F,1922,Carmella,68
WI,M,1952,Royal,5
NY,F,1946,Annabelle,7
AR,F,1935,Velda,5
KY,F,1990,Sabrina,24
PA,F,1981,Trina,13
IL,M,1983,Jackie,6
VA,F,1982,Demetria,6
MI,M,1950,Patric,6
CA,F,2006,Allison,581
CA,M,1929,Royce,5
NJ,F,1947,Victoria,82
CA,F,1952,Shannon,59
OH,F,1935,Jerry,10
MO,M,1921,Verlin,8
PA,M,1952,Enos,8
NY,F,1960,Meri,10
MS,M,2010,Tristan,54
CA,F,2010,Elysa,5
NJ,M,1940,Chris,6
MS,M,1969,Alphonso,6
TX,F,1941,Tommy,10
AZ,F,2000,Natasha,17
LA,F,1997,Angelica,21
MO,F,1971,Cindy,112
MO,M,1999,Eddie,12
WA,F,2005,Scarlett,15
VA,M,2018,Pedro,8
AZ,F,1981,Christy,31
AR,M,2018,Dallas,18
MD,F,1997,Bryanna,12
IL,M,1978,Quentin,32
IL,M,1953,Leland,33
LA,M,1998,Lance,40
NJ,F,1987,Nikki,21
OH,F,1946,Phylis,5
MS,F,1911,Jimmie,20
NY,F,2015,Aniylah,8
ME,M,2017,Frank,5
SC,F,2011,Amya,7
OK,F,2008,Miranda,17
OK,M,2014,Reese,8
FL,F,2009,Gina,15
CA,F,1959,Valerie,743
NC,M,1983,Kelly,47
MS,F,1973,Angie,22
IN,M,1970,Stephen,436
OH,F,1929,Gloria,257
WY,M,1963,Calvin,9
FL,F,1999,Jacy,6
IN,F,2010,Kailee,9
IL,F,1927,Verna,88
MS,F,1939,Beatrice,45
UT,F,1949,Jane,38
IA,M,1977,Wayne,21
KS,F,1983,Claire,6
UT,M,2003,Bradley,27
OK,F,1931,Sally,30
NY,M,1955,Santo,14
MI,M,1970,Doyle,8
IL,M,1938,Oren,5
GA,F,1987,Tequila,5
CT,M,1985,Henry,20
NH,F,1961,Mary,107
WA,F,2016,Alena,14
FL,F,1994,Shiann,10
MT,F,1985,Trisha,9
CA,F,1994,Osiris,8
MN,F,1981,Stacey,57
NY,F,1919,Georgia,39
NJ,F,1943,Ruby,9
CA,F,2010,Riona,7
FL,M,2006,Titus,22
KS,F,1991,Kelli,21
CA,F,2018,Joely,5
NC,F,1944,Judie,7
IL,M,2016,Jamel,5
OH,M,1964,Carroll,8
WI,M,1955,Donovan,6
MD,F,1962,Jeanette,31
MI,M,1938,Earnest,7
SC,M,1943,Francis,44
MS,M,1961,Patricia,5
AR,M,1933,Bonnie,7
NE,M,2014,Jeffrey,5
SD,M,1919,Laverne,8
TX,F,2003,Kassi,6
NC,F,1931,Reva,10
CA,F,2011,Saina,6
MN,M,1989,Dominique,9
MA,M,2014,Harvey,8
NJ,M,1993,Scott,215
CA,F,1970,Lory,10
PA,F,2002,Tori,47
CO,M,1975,Abel,5
CA,F,2003,Ivett,5
TX,F,2006,Lillyan,6
KY,M,2013,Case,19
AL,M,2013,Deon,5
TX,M,1991,Jakob,24
CA,M,1964,Tal,5
GA,F,1992,Cecily,5
PA,M,2013,Masyn,7
FL,F,2016,Kyndall,16
IL,M,1994,Kollin,5
VA,M,1956,Donnell,14
OH,M,1938,Milan,8
IL,F,2016,Hope,45
WI,F,1934,Priscilla,9
NC,M,2010,Marco,24
NM,F,2005,Elizabeth,65
CO,F,1950,Norma,18
MO,M,1963,Herbert,20
FL,F,1983,Lynda,14
MD,M,1977,Christopher,679
UT,M,1949,Lester,9
WY,M,1953,Roger,23
GA,M,1914,Crawford,11
FL,F,1985,Alissa,23
NC,F,1969,Gena,6
TX,F,1997,Keandra,11
MO,M,2013,Garrett,62
NM,F,1924,Dorothy,69
NE,M,1930,Loren,26
NM,F,1961,Veronica,55
CO,M,1955,Nick,5
TN,M,1974,Jarrod,10
KY,M,1953,Jeffery,63
NE,F,1956,Cathleen,9
IA,M,1997,Jalen,5
ND,F,1979,Anna,14
AR,M,1978,Damien,8
OH,F,1961,Cathryn,13
AR,M,1997,Marvin,7
TN,F,2014,Taliyah,13
IA,F,1977,Deanne,9
ME,M,1918,Lester,18
GA,F,2014,Nova,38
NY,F,2007,Rawan,5
ND,F,1963,Leslie,19
MA,F,1921,Hedwig,13
TX,F,1990,Allie,30
LA,M,1982,Teddy,8
MI,F,1940,Paulette,9
MS,F,1922,Marian,12
TX,M,2004,Cory,72
CA,F,1970,Rosemary,102
TX,M,2013,Vikram,8
OH,F,2017,Alaynah,5
IA,M,2005,Aidyn,5
IL,M,1997,Christian,646
TX,M,1926,Brigido,5
LA,F,1998,Scarlett,7
PA,M,1980,Loren,13
WI,M,1974,Antonio,15
NY,M,1996,Guillermo,28
LA,M,1981,Toby,16
WV,F,2013,Cheyenne,11
IL,F,1988,Shaquita,22
AR,F,2017,Millie,22
LA,F,2000,Autumn,31
UT,F,1974,Grace,5
LA,M,1943,Samuel,109
ID,F,1955,Dena,6
WA,F,2000,Abbey,9
DE,F,1965,Mary,98
NY,M,1957,Carlos,342
IA,F,1981,Renee,30
MO,F,1974,Bobby,5
TX,F,1995,Chandra,8
MO,F,2001,Alicia,36
IL,M,2008,Antwan,17
MD,M,1951,Earl,92
NV,F,1955,Marie,11
AZ,M,1991,Courtney,6
WA,F,1980,Jaime,67
NY,F,2002,Lilith,6
MI,M,1940,Ed,13
KS,F,1988,Destiny,15
NY,M,2006,Freddie,6
NM,M,2018,Raul,10
IN,M,2017,Axle,6
KY,F,1971,Lola,7
OK,F,1985,Micah,10
NY,F,1915,Margherita,11
ME,M,1930,George,161
NC,F,1961,Marnita,9
IN,F,1943,June,45
AR,F,1923,Arlene,12
RI,M,2014,Grayson,14
VA,M,1993,Ahmad,10
MD,M,1979,Luis,9
IA,M,1941,Garry,33
WI,M,1994,Dylan,309
TX,M,1918,Burnice,5
AR,M,2018,Kaden,19
HI,F,1926,Kimie,15
FL,M,2014,Oscar,79
NC,M,2001,Tre,6
OH,F,1964,Bettina,5
MI,M,1974,Felix,5
WI,F,1963,Leona,5
MI,F,2001,Jade,133
FL,F,1980,Shantel,13
CA,F,1979,Elonda,5
IL,M,1993,Trey,66
KS,F,1920,Beryl,6
VT,M,1972,Douglas,13
MA,M,1948,Leland,8
FL,F,1993,Shauna,13
KS,M,1963,Tracy,65
AR,M,1959,Andre,6
PA,M,1941,Ivan,30
WA,M,1991,Philip,37
NC,F,1959,Gwendolyn,161
KY,M,1968,Heath,8
CA,F,2013,Jayme,13
RI,F,2015,Ayla,7
CT,F,1972,Trina,6
AZ,F,1992,Octavia,5
TN,M,1930,Wilford,11
TX,F,2008,Holley,7
TX,F,1943,Carlota,12
LA,F,1935,Muriel,12
VA,F,2013,Claire,152
MI,F,1962,Iva,6
UT,M,1990,Angel,8
MT,M,1918,Willard,15
OR,M,1956,Gene,22
ME,M,1994,Caleb,57
MS,F,2017,Emmalyn,5
SC,M,1966,Lee,49
MI,F,1988,Randi,29
TX,M,2011,Ayaan,21
AZ,M,2009,Edward,66
MS,F,1926,Mable,60
IL,M,1984,Dillon,6
OR,F,1935,Lola,8
PA,F,2011,Maylin,6
MA,M,1917,Willis,8
FL,M,2004,Briar,9
CT,M,2014,Antonio,25
MI,F,1914,Rita,16
NJ,M,2002,Damon,17
KS,F,1994,Kimber,7
IL,M,1933,Barbara,9
WV,F,1946,Lois,105
GA,M,1937,Hershel,13
TN,F,1937,Dorthy,34
CA,F,2001,Colby,11
WY,F,1992,Emma,5
FL,F,1992,Myriah,5
MO,F,1923,Lora,23
WI,M,1955,Nathan,8
TN,M,2012,Lennon,10
CO,M,1982,Clark,7
LA,M,1960,Rod,5
NE,M,1981,Antonio,7
MO,M,2013,Bo,16
MD,M,2008,Cory,20
WA,M,2005,Diego,109
NY,M,1939,Leonard,458
IN,F,1953,Claudia,64
WV,M,1948,Kenneth,338
CT,F,1936,Pauline,33
FL,M,2017,Alexavier,9
AR,M,2004,Harrison,14
VA,M,1996,Saul,6
TX,M,2015,Kilian,9
TX,F,1946,Sunny,10
CT,M,1989,Henry,31
FL,M,2004,Yahir,23
TX,F,1925,William,9
MN,F,1943,Luella,6
DC,M,1982,Lonnie,5
AZ,M,1975,Max,13
CA,M,2014,Tyrese,7
NY,F,1983,Kiersten,8
CA,M,2008,Manuel,617
SC,M,1944,Virgil,16
NJ,F,1974,Lee,17
WI,F,1922,Henrietta,31
MO,M,1976,Walker,6
MN,F,1997,Tiara,5
NJ,M,1998,Josue,34
OR,M,1910,John,61
MI,F,2007,Alanah,8
IA,F,1998,Heather,27
UT,F,1984,Amie,14
FL,M,2006,Samson,11
PA,M,1995,Devyn,11
NY,M,1923,Johnny,10
OK,F,2012,Jayla,15
CT,F,1936,Janet,112
MI,F,1926,Laurel,7
ID,F,1976,Ronda,5
MS,M,1973,Kelvin,61
IL,F,1951,Gayle,188
MD,M,2017,Zachary,80
KS,F,1952,Myong,6
CA,M,1990,Emillio,5
PA,F,2006,Alysa,13
NY,F,2003,Aubrey,33
NM,F,1939,Nora,24
IN,M,1922,Casimer,6
TX,M,1919,Herschel,16
TX,M,1975,George,389
TX,F,1989,Yajaira,30
IA,F,1917,Mary,1077
NY,F,1951,Niki,6
WA,M,1952,Frank,135
MA,F,2016,Milania,9
OK,F,1994,Alexus,15
TX,M,1937,Maria,20
CA,M,1995,Boris,19
AL,M,1938,Vance,5
FL,M,1984,Dion,10
IL,M,1984,Torrance,7
NY,F,1999,Tonisha,5
AZ,M,1998,Cordell,10
MT,F,1932,Lillian,14
VA,F,2005,Alessandra,14
ME,F,1922,Muriel,51
CO,F,1914,Lucile,7
WA,F,1980,Peggy,5
MD,F,1931,Diana,6
HI,F,1993,Tiana,37
WI,F,2001,Esther,18
WA,F,1958,Judith,69
CT,F,1927,Antoinette,58
NC,M,1939,Ross,8
VA,F,2007,Charis,7
NM,F,1975,Rosa,15
CT,F,1996,Jamie,49
CA,F,1975,Lelia,11
KS,F,1991,Nikki,11
AL,M,1921,Benjamin,58
WA,F,2010,Paige,77
AL,F,1960,Fran,7
FL,M,1978,Edwin,46
NY,F,1988,Jovana,5
NC,F,1928,Melvin,5
LA,F,1999,Harlie,7
LA,M,1989,Steve,20
MN,F,2014,Myra,17
ID,F,1934,Rosie,6
ID,F,1928,Opal,10
NC,F,1997,Connie,5
NY,M,1948,Rodger,24
CO,M,1959,Victor,40
VT,M,1921,William,103
IN,F,2016,Tinlee,5
MT,M,2003,Jaden,18
TX,M,1915,Wendell,13
ME,F,1977,Janet,9
UT,M,1980,Clifton,11
TX,M,1924,Roque,7
TX,F,2017,Jannah,5
NE,F,2012,Eden,16
CO,F,1985,Sylvia,15
TX,F,1990,Sarahi,16
NJ,F,1920,Amanda,5
IA,M,1949,Aaron,7
MD,M,2011,Callen,5
AZ,F,1917,Verna,6
NJ,F,2007,Destinee,11
OH,F,1963,Alissa,7
TX,M,2005,Antwan,5
OH,F,1915,Estelle,43
NC,F,2014,Esmeralda,25
ID,F,1959,Lynn,8
MN,M,1943,Leon,40
ID,M,1976,Trent,9
KY,M,1912,Russell,27
IA,M,1923,Lawrence,144
IL,F,1972,Christen,5
ND,F,1999,Josie,11
RI,M,2006,Dominic,22
OH,F,2004,Kacy,5
CA,F,1998,Liza,17
WI,M,2002,Keaton,9
PA,F,1998,Angelia,5
AZ,F,1997,Josephine,14
CT,F,1999,Jade,17
CA,F,1988,Lisset,22
NH,F,1940,Joann,8
AL,F,1911,Goldie,7
MN,F,1995,Alycia,5
NV,F,1973,Monique,5
IN,F,1999,Carol,6
PA,F,1990,Kaylyn,25
CA,F,1995,Areli,51
IL,M,1988,Nestor,12
CT,M,1936,Jerome,12
TX,M,2000,Abdulaziz,5
PA,F,1942,Alfreda,12
NJ,M,1973,Jeffery,51
NJ,M,1989,Brice,8
CA,M,1954,Kendall,17
GA,F,2001,Shakeria,7
DC,F,1992,Yasmin,5
IN,F,2011,Johana,5
IN,M,1986,Frederick,21
LA,F,2017,Maryam,6
TX,F,1963,Delores,61
ME,F,1998,Laura,17
MD,M,1986,Carlton,5
MS,F,2011,Macey,5
GA,F,1946,Bettie,21
GA,F,2009,Alaysia,17
RI,M,2008,Tyler,52
CA,M,1950,Nicky,8
MT,F,1933,Katherine,10
AZ,F,1924,Dorothy,84
MN,F,2015,Braelynn,17
TN,M,1965,Amos,6
MO,M,1972,Jerald,6
IA,M,1959,Scott,593
AL,M,1973,Dale,15
AZ,M,2015,Boston,8
NY,F,1991,Kyanna,5
TN,F,2003,Lesly,8
MI,M,1910,Morris,8
TN,F,1947,Martha,534
CA,M,1970,Clay,34
CA,F,1975,Dulce,6
OR,M,1953,Blair,8
NH,M,1973,Theodore,6
AL,F,1964,Mattie,25
AL,F,1975,Kayla,7
WV,F,1986,Kathleen,14
KS,F,1972,Karen,70
LA,M,2013,Brogan,7
TX,M,1988,Rufus,9
OR,M,1929,Carl,46
MS,F,1923,Queen,20
VT,F,1997,Amber,19
DC,F,1996,Blair,6
HI,F,1925,Asako,11
CO,F,1989,Morgan,71
NY,F,1931,Lauretta,11
VA,M,1957,Carl,229
MO,M,2015,Damon,23
NC,F,2018,Penelope,164
ND,M,1917,Edwin,64
OH,F,1970,Roberta,94
NH,F,2016,Madelyn,32
KY,M,1945,Bobbie,13
CO,F,1926,Verna,19
PA,M,1967,Delbert,6
SC,F,1964,Debbie,109
NM,M,2012,Agustin,5
NY,F,1954,Peggy,233
PA,M,1947,Stan,10
UT,M,2011,Kamden,12
MI,M,1940,Salvatore,7
AR,F,1970,Margaret,34
OH,F,1966,Anjanette,5
OK,M,1962,Earl,36
GA,F,1998,Elise,20
CT,M,1932,Danny,5
FL,M,2017,Flint,5
GA,F,1917,Sophie,6
KY,F,1924,Lena,110
NJ,M,2012,Seth,24
NJ,M,1939,Pat,6
CA,M,1937,Danny,92
KS,F,1974,Tera,6
VA,M,2005,Justice,15
MD,F,2014,Shayla,8
WI,M,2013,Timothy,51
OH,F,1968,Jeanie,9
TN,M,1999,Damien,19
NC,F,1971,Rosemary,10
KS,F,1954,Terri,76
MI,F,1935,Glenda,19
AZ,F,2010,Silvia,8
AL,F,1985,Holley,5
HI,F,1956,Lillian,8
MA,F,1991,Jazmine,12
TN,F,1963,Annie,33
MI,F,1993,Addie,6
TN,M,1975,Peter,32
CO,F,1956,Dolly,5
IL,M,2006,Daylen,10
MA,F,1986,Arianna,6
GA,F,1944,Corine,24
OK,F,1922,Alene,14
CO,F,1917,Amy,8
MI,F,1997,Gillian,20
CO,M,1920,Elton,5
TX,M,1994,Camden,12
CO,F,2014,Lucille,25
CT,F,1944,Catherine,87
IL,M,1948,Roland,49
IL,F,1945,Sybil,7
PA,M,1938,Clinton,36
SD,M,1940,Gregory,6
CT,F,2016,Kailyn,6
FL,M,1963,Luther,14
TX,F,2010,Lissette,7
MO,F,1996,Alivia,5
FL,F,1957,Danita,11
PA,M,1983,Joe,8
IL,M,1941,Hugh,38
