app_name,category,appstore_link_url,img_src_url,star_rating,num_ratings
Nike,Shopping,https://itunes.apple.com/us/app/nike/id1095459556?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/7cba67bdaef277c17edc370b590cd1791f51d62e8330ed5f90a96315e387decd.jpg,4.9,381.1K Ratings
Starbucks,Food & Drink,https://itunes.apple.com/us/app/starbucks/id331177714?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/1376fa0f8ef50984904062f9c6c151d9ad525e76c27364b3be4b3217f11ec837.jpg,4.8,2.7M Ratings
8 Ball Pool™,Games,https://itunes.apple.com/us/app/8-ball-pool/id543186831?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/ddfbb1edd02b423888cb644cc69b1e2cfd1acc3f342bebe96fbfd8d0f0d47772.jpg,4.7,716.3K Ratings
Woody Puzzle,Games,https://itunes.apple.com/us/app/woody-puzzle/id1212951043?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/5644ae3c4ea5afd0432ce2fcedcdb2b56658a0490c9411545dcb1e83da69c984.jpg,4.8,59.5K Ratings
Lime - Your Ride Anytime,Travel,https://itunes.apple.com/us/app/lime-your-ride-anytime/id1199780189?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/c049de4b5915b3b1200ca829078185acb36fe7b9a32cc64f31fc1ef02d44380e.jpg,4.9,665.3K Ratings
Shazam,Music,https://itunes.apple.com/us/app/shazam/id284993459?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/0f2883e8926a0ec7afb3595427534949839013189a070eb68d2f8dcc0045c503.jpg,4.9,2.7M Ratings
Zillow: Houses For Sale & Rent,Lifestyle,https://itunes.apple.com/us/app/zillow-houses-for-sale-rent/id310738695?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/d35b6c4d37e1764231f91b3c1d3fd11b93ec2094f6e599848806e3851006146b.jpg,4.8,2.7M Ratings
Microsoft Outlook,Productivity,https://itunes.apple.com/us/app/microsoft-outlook/id951937596?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/d9b13c9cbff2c534dc0988239bcfa22f1e084b101dc54df665477e95a80d94ce.jpg,4.7,1M Ratings
Bowmasters - Multiplayer Game,Games,https://itunes.apple.com/us/app/bowmasters-multiplayer-game/id1118431695?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/233f8216e0ba670204ee702681348fb99601fac80eb0a072d98af3c4472aaa79.jpg,4.6,1.1M Ratings
Granny,Games,https://itunes.apple.com/us/app/granny/id1323957120?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/f1b65b920cfb300cb4e2c769f20b5342208a688c131b986f5c140281b828b6de.jpg,4.4,45.6K Ratings
Solitaire·,Games,https://itunes.apple.com/us/app/solitaire/id593715088?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/7fbfa9357d445bb5cb11efa987c8cf57e0a303ec4e31ed0e0b83812fb83b1f37.jpg,4.6,535.6K Ratings
Planet Bomber!,Games,https://itunes.apple.com/us/app/planet-bomber/id1376833419?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/205a7e93fc97e11900d5807657df29949abf543a3e61ad125746aaad8e96719f.jpg,4.3,15.3K Ratings
Bird - Enjoy The Ride,Travel,https://itunes.apple.com/us/app/bird-enjoy-the-ride/id1260842311?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/580b16bac0f75affaafc4112364edd8d80ac050fd1b2a0911185526a59ba377d.jpg,4.9,407.6K Ratings
"eBay: Buy, sell & save today",Shopping,https://itunes.apple.com/us/app/ebay-buy-sell-save-today/id282614216?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/eff4913a3c539bb3e9658fbba74a22aad425481ac6d92b55b5bb97c505676f8b.jpg,4.8,1M Ratings
Bricks n Balls,Games,https://itunes.apple.com/us/app/bricks-n-balls/id1331794412?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/bb1f46580d7c8e8fb5623e73d12622dcdbec16c2af99a1ce93925b13723fc2a6.jpg,4.3,34.6K Ratings
Snake VS Block,Games,https://itunes.apple.com/us/app/snake-vs-block/id1233739175?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/10a47bb273c6f23b4c0206be103c251e77ab6abe54ec12f239e2d52a53edbc84.jpg,4.5,385.9K Ratings
Celebrity Voice Changer -Emoji,Entertainment,https://itunes.apple.com/us/app/celebrity-voice-changer-emoji/id1111710488?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/a358eaf2a06d73a1d434de35e463629c37f2c1354a8b9e5bd6611f4807b5b7e8.jpg,4.0,48K Ratings
Groupon,Shopping,https://itunes.apple.com/us/app/groupon/id352683833?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/9d455903532a3ea822dbb962234f0800628c79390dd046ade63ab09f50cadae2.jpg,4.8,105.9K Ratings
Candy Crush Saga,Games,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/4c7126b0be501fa96739c8e10afa5fe6db700e30c34196a7a94b585e04fcd8ca.jpg,4.6,623.2K Ratings
Run Around 웃,Games,https://itunes.apple.com/us/app/run-around-%EC%9B%83/id1358243461?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/d973c7d74892abd0f36e57f36839d5b73cba00c886962aff9a8ba69617fa8f0d.jpg,4.6,21K Ratings
Toon Blast,Games,https://itunes.apple.com/us/app/toon-blast/id1176027022?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/34d276bc65268e9280e4ba4b620ad9e69c536e010f84343c19df344403ba4ac0.jpg,4.7,1M Ratings
Coin Dozer: Casino,Games,https://itunes.apple.com/us/app/coin-dozer-casino/id1096825045?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/dbdadff32ee50205c20758779d0ccb89f7cb53c4ef2b5a7bb47ababf7ce68805.jpg,4.7,11.9K Ratings
GroupMe,Social Networking,https://itunes.apple.com/us/app/groupme/id392796698?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/0ef4f9819c28afcf742375acc73c03f1a857e6d40144717479c6e7ed63c9b219.jpg,4.7,846.3K Ratings
Amazon Prime Video,Entertainment,https://itunes.apple.com/us/app/amazon-prime-video/id545519333?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/7ea7ab4753b16468d56b8d107c8853f94c8ec9eddf720c770955db0a61074e7c.jpg,4.8,914.7K Ratings
RollerCoaster Tycoon® Touch™,Games,https://itunes.apple.com/us/app/rollercoaster-tycoon-touch/id1164507836?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/d682af63648477f530874f9c3e9a43e83ae2b94b4a19f074a85fdb1b0a7d3cf8.jpg,4.6,27.5K Ratings
Walmart – Shopping and Saving,Shopping,https://itunes.apple.com/us/app/walmart-shopping-and-saving/id338137227?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/e28fa8d4b1746797ddb3394f48bd4b7694ff9ce3ac7785aaf2fb308738d5fd29.jpg,4.7,779.9K Ratings
Episode - Choose Your Story,Games,https://itunes.apple.com/us/app/episode-choose-your-story/id656971078?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/e5041e2e529822a6030dac99a0e18ebe28249a34e40814c17aa594897931fb18.jpg,4.7,1M Ratings
Target,Shopping,https://itunes.apple.com/us/app/target/id297430070?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/3b1e36af620f4eb7a7e1087d634aaaaf910bed3cae8958fff93c7d522d371c98.jpg,4.8,1.4M Ratings
Wordscapes,Games,https://itunes.apple.com/us/app/wordscapes/id1207472156?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/3dfa1290fc0295437be20f9d80a9b6bc13e60b44a21ed378310ae15b7703a3b8.jpg,4.9,269.6K Ratings
DoorDash - Order Food Delivery,Food & Drink,https://itunes.apple.com/us/app/doordash-order-food-delivery/id719972451?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/e29a7bfef241731b6ef889e639da367c670a893bdcbe52e7683f8c87033c0829.jpg,4.8,1.5M Ratings
Google Drive,Productivity,https://itunes.apple.com/us/app/google-drive/id507874739?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/0c602b56ca1f0b600c2b55aa3a1a5891391b11ddf50c5c5a50374cca28a9141d.jpg,4.8,2.1M Ratings
letgo: Buy & Sell Used Stuff,Shopping,https://itunes.apple.com/us/app/letgo-buy-sell-used-stuff/id986339882?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/1db203926b4009da8b97257bbb6a6f6765f90b475ba83f3cfd62db97ac5f0098.jpg,4.4,420.9K Ratings
Emoji Me Keyboard | Zmoji,Utilities,https://itunes.apple.com/us/app/emoji-me-keyboard-zmoji/id1112879753?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/f2c5fc02ca7f7e39b617406a83365408eabc9aa0fea284a850e0445f084ef9c0.jpg,4.8,70.3K Ratings
Baseball Boy!,Games,https://itunes.apple.com/us/app/baseball-boy/id1333523965?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/953823a71842ecd10362d0ad6a40985fd4af7109f44a1bc479ba403f818f2a13.jpg,4.4,333.5K Ratings
Poshmark,Shopping,https://itunes.apple.com/us/app/poshmark/id470412147?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/4631b72200120e5de6aad13981071f3943a9b760d8a4be891a67730ab48ceab5.jpg,4.7,99.2K Ratings
ROBLOX,Games,https://itunes.apple.com/us/app/roblox/id431946152?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/85c3aa8280c4dc9a50b5afdd04b274a9e2771a227987f6e9a3d312bf3ccd3354.jpg,4.6,637.9K Ratings
Asphalt 9: Legends,Games,https://itunes.apple.com/us/app/asphalt-9-legends/id805603214?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/34a914fb7a43e30b7b9d0b707a82895de6211d1c74458f02324b77b36c677676.jpg,4.8,237K Ratings
McDonald's,Food & Drink,https://itunes.apple.com/us/app/mcdonalds/id922103212?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/347d44900739d300775e04fa2761f161130f5b85bb0b85ce8279e909a4c90404.jpg,4.6,256.3K Ratings
Pinterest,Social Networking,https://itunes.apple.com/us/app/pinterest/id429047995?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/6494b550e02ace5e3755834f0a692f6972afe3ebf68918c63a88ae9207c39e1f.jpg,4.8,2.3M Ratings
Uber Eats: Food Delivery,Food & Drink,https://itunes.apple.com/us/app/uber-eats-food-delivery/id1058959277?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/caabd6e7ef42baa2262c749205fa2782a588d7e73221b100529c6d5ed9f42732.jpg,4.8,1.2M Ratings
Rise Up,Games,https://itunes.apple.com/us/app/rise-up/id1354452189?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/43b5c120c6958fa682226b678e9e118a0aa796cffdbe368ca88926a1ebeee8cd.jpg,4.4,714.8K Ratings
PLANK!,Games,https://itunes.apple.com/us/app/plank/id1370483471?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/30b7a88bcfb6322ddcf598dd73966dc96ababa804461717c1e3e1ac073939374.jpg,4.5,93K Ratings
Lyft,Travel,https://itunes.apple.com/us/app/lyft/id529379082?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/cf9f198d610c1424a72b1593ce163faf39e56504a8e4dfc045c0c82d77a9416d.jpg,4.9,3.7M Ratings
Google Photos,Photo & Video,https://itunes.apple.com/us/app/google-photos/id962194608?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/5832f64fef461659e07b7fe880a3ef845cd8bd20f511b048ea8b77f7cd1069fd.jpg,4.7,134.5K Ratings
Perfect Hit . . .,Games,https://itunes.apple.com/us/app/perfect-hit/id1371019709?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/37299d618c412f06e9e2759aa2444b866f08ff690884f35dd6fe2e1e8e90abcb.jpg,4.5,52.3K Ratings
Waze Navigation & Live Traffic,Navigation,https://itunes.apple.com/us/app/waze-navigation-live-traffic/id323229106?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/a5849b50b6eb5e66b772368e67f4e48a19a36d9bbd880154fed5ed3c7f38ec77.jpg,4.8,1.5M Ratings
Cash App,Finance,https://itunes.apple.com/us/app/cash-app/id711923939?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/d25d6ead9d631f737292d76d4636d81f0a5d7d7ad481bbb9f7fae303a9e34360.jpg,4.6,148K Ratings
Wish - Shopping Made Fun,Shopping,https://itunes.apple.com/us/app/wish-shopping-made-fun/id530621395?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/4ecb7fe83d04f02e921a34d8fa277586a6c567502aea0d80576c9235f397e1a5.jpg,4.6,598.9K Ratings
Hello Neighbor,Games,https://itunes.apple.com/us/app/hello-neighbor/id1386358600?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/83e573fa861c9a661b25802e7bb2f58f9fc99c4c584802a1f24efb068e9595ed.jpg,3.8,44.7K Ratings
Merge Plane - Best Idle Game,Games,https://itunes.apple.com/us/app/merge-plane-best-idle-game/id1363863879?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/72fcd03b4eed2bc32aa6ecd9dd2454391e0beb4b27915d3376df429d45677bac.jpg,4.8,509.4K Ratings
Tik Tok - including musical.ly,Photo & Video,https://itunes.apple.com/us/app/tik-tok-including-musical-ly/id835599320?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/2d70863042c6610d13792617dbcdee4419b82119eece96ae30e9087f629407b4.jpg,4.7,949.7K Ratings
Creative Destruction,Games,https://itunes.apple.com/us/app/creative-destruction/id1400658719?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/115b68ddd2c275d62d7fb91f2368e558f12dbbdd655fd592bdc58fb47d02a9a3.jpg,4.6,79.8K Ratings
Pandora Music,Music,https://itunes.apple.com/us/app/pandora-music/id284035177?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/79090510577db6d5d01c789b6b8d039bf63c18d1dd3178c83b914f7bf00f82bb.jpg,4.8,4.7M Ratings
Uber,Travel,https://itunes.apple.com/us/app/uber/id368677368?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/4b0f818fb8a19869f3391a1254e1996662bac166e1fc759b589a5e9b143dcf79.jpg,4.7,799.7K Ratings
Amazon - Shopping made easy,Shopping,https://itunes.apple.com/us/app/amazon-shopping-made-easy/id297606951?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/36c62363c839b809fcd9a0f9d23c5edfd3fc6331ca7b4219b8bee34eb5e9964d.jpg,3.2,45.3K Ratings
Looper!,Games,https://itunes.apple.com/us/app/looper/id1370475630?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/599313c4562d4584ba04726b4ad70e36bee7bfe13c997c1dd4b9d1774b7008ac.jpg,4.6,132K Ratings
Hole.io,Games,https://itunes.apple.com/us/app/hole-io/id1389111413?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/11fe23ad1be088c948631c183f1278334312c178722558f383fbde8aafb42246.jpg,4.6,828.1K Ratings
Bitmoji,Utilities,https://itunes.apple.com/us/app/bitmoji/id868077558?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/be3701c81395fb2816892ae80330cdd344584eedd31e34753c2b0745255e9098.jpg,4.2,63.9K Ratings
